image_id,label,prediction_fold0,prediction_fold1,prediction_fold2,prediction_fold3
2506070849.jpg,2,2.0,0.0,3.0,3.0
1696535183.jpg,4,4.0,4.0,3.0,3.0
564925067.jpg,3,3.0,3.0,3.0,3.0
1969528266.jpg,3,3.0,2.0,4.0,3.0
2117878946.jpg,3,3.0,1.0,4.0,4.0
2260330058.jpg,3,3.0,3.0,3.0,1.0
1981504031.jpg,3,3.0,1.0,3.0,3.0
3876080250.jpg,3,3.0,3.0,3.0,4.0
883429890.jpg,3,3.0,3.0,3.0,4.0
2530912584.jpg,3,3.0,2.0,0.0,3.0
3511388715.jpg,1,1.0,3.0,2.0,1.0
761160675.jpg,3,3.0,3.0,3.0,3.0
1184866282.jpg,3,3.0,3.0,3.0,3.0
1556262944.jpg,0,0.0,1.0,3.0,4.0
329471118.jpg,1,1.0,3.0,3.0,2.0
2911400901.jpg,3,3.0,3.0,3.0,3.0
620752009.jpg,3,3.0,3.0,3.0,1.0
1948688497.jpg,4,3.0,3.0,3.0,4.0
3758518969.jpg,3,3.0,3.0,3.0,3.0
3116212268.jpg,2,2.0,3.0,3.0,3.0
2057007338.jpg,3,3.0,2.0,3.0,3.0
3058839740.jpg,3,3.0,3.0,3.0,2.0
1128080664.jpg,1,1.0,3.0,3.0,2.0
753470251.jpg,2,2.0,3.0,3.0,4.0
4000041992.jpg,2,2.0,0.0,3.0,1.0
527923260.jpg,3,3.0,1.0,3.0,3.0
94587407.jpg,3,3.0,4.0,3.0,3.0
3208046657.jpg,3,3.0,3.0,3.0,3.0
1250105924.jpg,3,3.0,4.0,3.0,3.0
3184782789.jpg,3,3.0,3.0,3.0,3.0
1710044268.jpg,2,0.0,3.0,2.0,0.0
3612201451.jpg,2,4.0,0.0,4.0,3.0
472839300.jpg,0,0.0,2.0,3.0,3.0
216472220.jpg,3,3.0,3.0,3.0,3.0
3126447146.jpg,3,3.0,3.0,3.0,3.0
4267160725.jpg,4,3.0,3.0,1.0,3.0
2733802395.jpg,3,3.0,3.0,3.0,1.0
49703968.jpg,4,3.0,0.0,3.0,3.0
2269735086.jpg,1,0.0,3.0,3.0,4.0
2977510459.jpg,3,3.0,1.0,3.0,4.0
481152398.jpg,3,3.0,1.0,4.0,3.0
2051048628.jpg,3,3.0,4.0,2.0,3.0
2717912597.jpg,4,4.0,3.0,3.0,3.0
3292800291.jpg,3,3.0,3.0,2.0,3.0
3617067141.jpg,2,2.0,3.0,3.0,1.0
3833092976.jpg,2,2.0,3.0,3.0,0.0
3177006269.jpg,3,3.0,3.0,0.0,2.0
3508895074.jpg,3,3.0,3.0,0.0,3.0
1316293623.jpg,1,0.0,3.0,3.0,3.0
1654777863.jpg,3,3.0,3.0,2.0,1.0
674072472.jpg,3,3.0,1.0,3.0,0.0
1445369057.jpg,4,4.0,3.0,3.0,1.0
4221172112.jpg,3,3.0,2.0,4.0,3.0
3992168079.jpg,4,2.0,3.0,3.0,2.0
3357188995.jpg,2,3.0,3.0,3.0,3.0
2129562481.jpg,3,3.0,0.0,3.0,2.0
2576738004.jpg,3,3.0,3.0,2.0,0.0
2026618644.jpg,1,0.0,3.0,0.0,4.0
3308641241.jpg,3,3.0,1.0,3.0,4.0
2535154640.jpg,3,3.0,3.0,3.0,0.0
3018000932.jpg,4,4.0,3.0,3.0,0.0
3791195339.jpg,3,3.0,3.0,2.0,4.0
753617544.jpg,3,3.0,3.0,3.0,3.0
1095482483.jpg,3,3.0,2.0,3.0,3.0
1133271450.jpg,3,3.0,4.0,3.0,3.0
3821467365.jpg,3,3.0,2.0,2.0,0.0
871044756.jpg,3,3.0,1.0,0.0,3.0
2871575859.jpg,1,1.0,3.0,3.0,3.0
1666000410.jpg,3,3.0,3.0,3.0,3.0
1694314252.jpg,3,3.0,3.0,3.0,0.0
3606832271.jpg,3,3.0,3.0,3.0,3.0
3597631740.jpg,3,3.0,3.0,3.0,2.0
2225864423.jpg,3,3.0,1.0,3.0,2.0
20550531.jpg,3,3.0,3.0,3.0,1.0
2821785096.jpg,3,3.0,3.0,3.0,3.0
1041588404.jpg,3,3.0,3.0,3.0,4.0
2995735378.jpg,2,2.0,3.0,3.0,4.0
2079838648.jpg,4,0.0,3.0,2.0,4.0
2754438166.jpg,3,3.0,2.0,3.0,3.0
536966524.jpg,3,3.0,1.0,1.0,3.0
3223378388.jpg,3,3.0,3.0,3.0,3.0
1359741464.jpg,3,3.0,0.0,2.0,3.0
1703598406.jpg,3,3.0,3.0,3.0,1.0
1490946641.jpg,3,3.0,4.0,3.0,2.0
3934500328.jpg,3,3.0,3.0,3.0,3.0
2710366217.jpg,3,3.0,3.0,3.0,3.0
1981418117.jpg,3,3.0,2.0,3.0,3.0
572739477.jpg,3,3.0,2.0,3.0,4.0
1902356737.jpg,2,2.0,3.0,4.0,1.0
3480025724.jpg,3,3.0,3.0,3.0,3.0
3864571034.jpg,4,4.0,1.0,3.0,3.0
2054954672.jpg,3,3.0,2.0,0.0,3.0
2225635651.jpg,4,4.0,3.0,3.0,2.0
2693189055.jpg,3,3.0,3.0,3.0,3.0
3564758380.jpg,2,2.0,3.0,4.0,3.0
952146173.jpg,3,3.0,1.0,3.0,1.0
1498323364.jpg,3,3.0,1.0,3.0,3.0
2042895796.jpg,3,3.0,2.0,0.0,2.0
1047210476.jpg,3,3.0,3.0,1.0,2.0
2892116713.jpg,3,3.0,4.0,3.0,3.0
3007927224.jpg,4,4.0,3.0,3.0,3.0
979671168.jpg,3,3.0,2.0,1.0,3.0
226294252.jpg,3,3.0,4.0,3.0,2.0
2679083763.jpg,3,3.0,3.0,3.0,3.0
4144868742.jpg,3,3.0,3.0,3.0,3.0
2129162567.jpg,3,3.0,3.0,3.0,3.0
295042633.jpg,3,3.0,3.0,3.0,4.0
3874646533.jpg,1,1.0,3.0,1.0,3.0
4168975711.jpg,4,4.0,4.0,3.0,3.0
1492444202.jpg,2,3.0,0.0,3.0,3.0
1356346992.jpg,3,3.0,3.0,3.0,3.0
632799335.jpg,3,3.0,3.0,3.0,4.0
1568487290.jpg,3,3.0,3.0,3.0,3.0
1422459648.jpg,2,2.0,3.0,3.0,3.0
3725890252.jpg,3,3.0,3.0,3.0,3.0
3888715055.jpg,2,2.0,3.0,3.0,3.0
3747328015.jpg,3,3.0,3.0,3.0,3.0
2570433582.jpg,3,3.0,3.0,3.0,3.0
2360968333.jpg,3,3.0,3.0,4.0,3.0
6442965.jpg,4,4.0,3.0,3.0,3.0
3182540417.jpg,3,3.0,3.0,3.0,2.0
1395794245.jpg,3,3.0,0.0,3.0,3.0
2170099924.jpg,2,2.0,3.0,1.0,3.0
1634585420.jpg,2,2.0,3.0,3.0,3.0
3148285966.jpg,1,1.0,2.0,3.0,3.0
4138957556.jpg,3,3.0,0.0,4.0,4.0
3035140922.jpg,4,4.0,3.0,3.0,3.0
4221245537.jpg,3,3.0,3.0,2.0,0.0
3789578006.jpg,3,3.0,3.0,4.0,4.0
1084885558.jpg,2,2.0,0.0,3.0,2.0
495190803.jpg,3,3.0,3.0,3.0,3.0
2732771084.jpg,3,3.0,4.0,2.0,3.0
3299467445.jpg,1,1.0,3.0,3.0,3.0
1166984087.jpg,3,3.0,1.0,4.0,2.0
3304581364.jpg,3,3.0,0.0,2.0,3.0
4125318611.jpg,3,3.0,3.0,3.0,2.0
532508558.jpg,1,1.0,3.0,4.0,3.0
2152112539.jpg,2,4.0,3.0,3.0,3.0
450239051.jpg,3,3.0,4.0,4.0,3.0
104535906.jpg,3,3.0,3.0,3.0,1.0
3913726538.jpg,4,4.0,3.0,3.0,3.0
2625055972.jpg,3,3.0,3.0,3.0,4.0
1910888895.jpg,3,3.0,4.0,3.0,3.0
3875177069.jpg,4,0.0,4.0,3.0,3.0
2495838121.jpg,3,3.0,3.0,3.0,3.0
2704908000.jpg,1,1.0,3.0,3.0,3.0
469774939.jpg,3,3.0,3.0,1.0,3.0
3178167371.jpg,3,3.0,3.0,1.0,3.0
3660965690.jpg,2,3.0,4.0,3.0,3.0
2462190375.jpg,3,3.0,3.0,3.0,3.0
3480744448.jpg,3,3.0,3.0,3.0,3.0
2820553957.jpg,3,3.0,2.0,3.0,2.0
3227241353.jpg,3,3.0,0.0,3.0,3.0
475006659.jpg,3,3.0,3.0,4.0,3.0
1836536716.jpg,3,3.0,4.0,3.0,2.0
2659998553.jpg,3,3.0,2.0,3.0,3.0
4172721678.jpg,3,3.0,2.0,2.0,4.0
2599716622.jpg,4,4.0,1.0,3.0,3.0
4278469660.jpg,2,1.0,3.0,2.0,0.0
4084684483.jpg,4,0.0,2.0,3.0,3.0
1144686555.jpg,1,1.0,3.0,4.0,3.0
1878994621.jpg,3,3.0,3.0,3.0,3.0
638654515.jpg,1,1.0,3.0,3.0,2.0
1702776814.jpg,3,3.0,3.0,1.0,3.0
2859854202.jpg,3,3.0,1.0,3.0,0.0
472536044.jpg,3,3.0,4.0,1.0,0.0
995123333.jpg,4,4.0,3.0,3.0,0.0
1472319237.jpg,4,4.0,3.0,3.0,4.0
2828802203.jpg,1,0.0,3.0,1.0,3.0
1473359901.jpg,4,0.0,2.0,1.0,3.0
